URI,Album,Song Name,Artist,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
02dRkCEc8Q5ch4TTcnLxOn,Late Night Feelings,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,1,9,76,False,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099,4
4kV4N9D1iKVxx1KLvtTpjS,"thank u, next","break up with your girlfriend, i'm bored",Ariana Grande,1,12,73,True,0.727,0.554,5,-5.29,0,0.0915,0.0421,0.0,0.106,0.335,170.0,190440,4
07nH4ifBxUB4lZcsf44Brn,Motion,Blame (feat. John Newman),Calvin Harris; John Newman,1,3,80,False,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,BIRDS OF A FEATHER,Billie Eilish,1,4,98,False,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,210373,4
76JKIsdKrAfWUMjaA0u7v5,Unreal Unearth: Unaired,Too Sweet,Hozier,2,1,78,False,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,251424,4
2qSkIjg1o9h3YT9RAgYN75,Espresso,Espresso,Sabrina Carpenter,1,1,94,True,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,175459,4
5O4erNlJ74PIF6kGol1ZrC,Uprising,Could You Be Loved,Bob Marley & The Wailers,1,8,80,False,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.761,103.314,237000,4
5XeFesFbtLpXzIVDNQP22n,AM,I Wanna Be Yours,Arctic Monkeys,1,12,91,False,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4
2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,Sweater Weather,The Neighbourhood,1,4,90,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
7CyPwkp0oE8Ro9Dd5CUDjW,The Idol Episode 4 (Music from the HBO Original Series),"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd; JENNIE; Lily-Rose Depp,1,1,90,False,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,244685,4
1BxfuPKGuaTgP7aM0Bbdwr,Lover,Cruel Summer,Taylor Swift,1,2,90,False,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
3qhlB30KknSejmIvZZLjOD,DECIDE,End of Beginning,Djo,1,6,90,False,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,159246,4
6XjDF6nds4DE2BBbagZol6,Gata Only,Gata Only,FloyyMenor; Cris Mj,1,1,89,True,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,222000,4
3AJwUDP919kvQ9QcozQPxg,Parachutes,Yellow,Coldplay,1,5,89,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
7KA4W4McWYRpgf0fWsJZWB,Flower Boy,See You Again (feat. Kali Uchis),"Tyler, The Creator; Kali Uchis",1,4,89,True,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
3vkCueOmm7xQDoJ17W1Pm3,The Land Is Inhospitable and So Are We,My Love Mine All Mine,Mitski,1,7,88,False,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,137773,4
2nLtzopw4rPReszdYBJU6h,Meteora,Numb,Linkin Park,1,13,88,False,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,187520,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Stick Season,Noah Kahan,1,2,88,False,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,182347,4
0VjIjW4GlUZAMYd2vXMi3b,After Hours,Blinding Lights,The Weeknd,1,9,88,False,0.513,0.73,1,-5.94,1,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,200040,4
0nJW01T7XtvILxQgC5J7Wh,Unorthodox Jukebox,When I Was Your Man,Bruno Mars,1,6,88,False,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4
6Qyc6fS4DsZjB2mRW9DsQs,Dizzy up the Girl,Iris,The Goo Goo Dolls,1,11,88,False,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
4Dvkj6JhhA12EX05fT7y2e,Harry's House,As It Was,Harry Styles,1,4,88,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
3xKsf9qdS1CyvXSMEid6g8,Blonde,Pink + White,Frank Ocean,1,3,87,False,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516,3
0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,Cigarettes After Sex,1,4,87,False,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,290617,4
6RUKPb4LETWmmr3iAEQktW,Memories...Do Not Open,Something Just Like This,The Chainsmokers; Coldplay,1,5,87,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
3w3y8KPTfNeOKPiqUTakBh,Unorthodox Jukebox,Locked out of Heaven,Bruno Mars,1,2,87,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
60a0Rd6pjrkxjPbaKzXjfq,Hybrid Theory (Bonus Edition),In the End,Linkin Park,1,8,87,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4
7MXVkk9YMctZqd1Srtv4MB,Starboy,Starboy,The Weeknd; Daft Punk,1,1,88,True,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4
4SqWKzw0CbA05TGszDgMlc,I Love You So,I Love You So,The Walters,1,1,87,False,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,160240,4
6dgUya35uo964z7GZXM07g,emails i can't send,Nonsense,Sabrina Carpenter,1,9,87,False,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Beautiful Things,Benson Boone,1,1,87,False,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,180304,3
1JSTJqkT5qHq8MDJnJbRE1,Synchronicity (Remastered 2003),Every Breath You Take,The Police,1,7,87,False,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4
7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,Someone You Loved,Lewis Capaldi,1,4,87,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),lovely (with Khalid),Billie Eilish; Khalid,1,1,86,False,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Unwritten,Natasha Bedingfield,1,4,86,False,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
7lQ8MOhq6IN2w8EYcFNSUk,The Eminem Show,Without Me,Eminem,1,10,86,True,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
5O2P9iiztwhomNh8xkR9lJ,FOUR (Deluxe),Night Changes,One Direction,1,7,86,False,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october / October Passed Me By,we fell in love in october,girl in red,1,1,86,False,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,184154,4
70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,Creep,Radiohead,1,2,86,True,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4
3hxIUxnT27p5WcmjGUXNwx,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,1,1,86,False,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,164571,4
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Something in the Orange,Zach Bryan,1,1,86,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,1,1,86,False,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,222370,4
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),I'm Good (Blue),David Guetta; Bebe Rexha,1,1,86,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
1mea3bSkSGXuIRvnydlB5b,Viva La Vida or Death and All His Friends,Viva La Vida,Coldplay,1,7,86,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
6dBUzqjtbnIa1TwYbyw5CM,French Exit,Lovers Rock,TV Girl,1,9,86,False,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,213920,4
2WfaOiMkCvy7F5fcp2zZ8L,Hunting High and Low,Take on Me,a-ha,1,1,86,False,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
0pqnGHJpmpxLKifKRmU6WP,Evolve,Believer,Imagine Dragons,1,4,86,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,goosebumps,Travis Scott,1,9,86,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4
0KKkJNfGyhkQ5aFogxQAPU,24K Magic,That's What I Like,Bruno Mars,1,4,86,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4
1zi7xx7UVEFkmKfv06H8x0,Views,One Dance,Drake; Wizkid; Kyla,1,12,86,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
0FDzzruyVECATHXKHFs9eJ,Ghost Stories,A Sky Full of Stars,Coldplay,1,8,86,False,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
0JXXNGljqupsJaZsgSbMZV,All I Want Is You,Sure Thing,Miguel,1,1,86,False,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4
3GCdLUSnKSMJhs4Tj6CV3s,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),Kendrick Lamar; SZA,1,2,85,True,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,232187,4
3EaJDYHA0KnX88JvDhL9oa,Dark Red,Dark Red,Steve Lacy,1,1,85,False,0.603,0.784,6,-4.023,1,0.062,0.446,8.32e-06,0.119,0.769,172.041,173104,4
0tgVpDi06FyKpA1z0VMD4v,÷ (Deluxe),Perfect,Ed Sheeran,1,5,85,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),Mockingbird,Eminem,1,16,85,True,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4
5RqSsdzTNPX1uzkmlHCFvK,MAÑANA SERÁ BONITO (BICHOTA SEASON),QLONA,KAROL G; Peso Pluma,1,5,85,True,0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,172798,4
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,1,1,85,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
7D0RhFcb3CrfPuTJ0obrod,Parachutes,Sparks,Coldplay,1,4,85,False,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3
4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,Snooze,SZA,1,8,85,True,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4
7qiZfU4dY1lWllzX7mPBI3,÷ (Deluxe),Shape of You,Ed Sheeran,1,4,85,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
2eAvDnpXP5W0cVtiI0PUxV,Safe Haven,Dandelions,Ruth B.,1,2,85,False,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Romantic Homicide,d4vd,1,1,85,False,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4
3B54sVLJ402zGa6Xm4YGNe,Jungle Rules,Unforgettable,French Montana; Swae Lee,1,2,85,True,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
4QNpBfC0zvjKqPJcyqBy9W,Planet Pit (Deluxe Version),Give Me Everything (feat. Nayer),Pitbull; AFROJACK; Ne-Yo; Nayer,1,2,85,False,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4
5uCax9HTNlzGybIStD3vDh,Back from the Edge,Say You Won't Let Go,James Arthur,1,2,85,False,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
3hUxzQpSfdDqwM3ZTFQY0K,folklore,august,Taylor Swift,1,8,85,False,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
5TXDeTFVRVY7Cvt0Dw4vWW,17,Revenge,XXXTENTACION,1,5,85,True,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4
75JFxkI2RXiU7L9VXzMkle,A Rush of Blood to the Head,The Scientist,Coldplay,1,4,85,False,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
0ofHAoxe9vBkTCp2UQIavz,Rumours (Super Deluxe),Dreams - 2004 Remaster,Fleetwood Mac,1,2,85,False,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
4kbj5MwxO1bq9wjT5g9HaA,TALKING IS HARD,Shut Up and Dance,WALK THE MOON,1,3,85,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
2374M0fQpWi3dLnB54qaLX,Toto IV,Africa,TOTO,1,10,85,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Gangsta's Paradise,Coolio; L.V.,1,2,85,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,240693,4
4RvWPyQ5RL0ao9LPZeSouE,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,Tears For Fears,1,3,85,False,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
3ZFTkvIE7kyPt6Nu3PEa7V,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),Shakira; Wyclef Jean,1,3,85,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
086myS9r57YsLbJpU0TgK9,AM,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,9,85,False,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
2K7xn816oNHJZ0aVqdQsha,Hard To Imagine The Neighbourhood Ever Changing,Softcore,The Neighbourhood,1,5,85,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,206280,4
3yfqSUWxFvZELEM4PmlwIR,The Marshall Mathers LP,The Real Slim Shady,Eminem,1,8,85,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
1dGr1c8CrMLDpV6mPbImSI,Lover,Lover,Taylor Swift,1,3,85,False,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
68Dni7IE4VyPkTOH9mRWHr,2014 Forest Hills Drive,No Role Modelz,J. Cole,1,9,85,True,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799,4
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Young And Beautiful,Lana Del Rey,1,1,85,False,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,4
7w87IxuO7BDcJ3YUqCyMTT,Torches,Pumped Up Kicks,Foster The People,1,2,84,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
5E30LdtzQTGqRvNd7l6kG5,Wiped Out!,Daddy Issues,The Neighbourhood,1,6,85,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
1RMJOxR6GRPsBHL8qeC2ux,Freudian,Best Part (feat. H.E.R.),Daniel Caesar; H.E.R.,1,2,84,False,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,209831,4
5FVd6KXrgO9B3JPmC8OPst,AM,Do I Wanna Know?,Arctic Monkeys,1,1,85,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
1zB4vmk8tFRmM9UULNzbLB,Evolve,Thunder,Imagine Dragons,1,10,84,False,0.604,0.822,0,-4.833,1,0.0438,0.00672,0.134,0.147,0.288,167.997,187147,4
7JJmb5XwzOO8jgpou264Ml,Illuminate (Deluxe),There's Nothing Holdin' Me Back,Shawn Mendes,1,1,84,False,0.866,0.811,11,-4.063,0,0.0553,0.375,0.0,0.078,0.969,121.995,199440,4
7snQQk1zcKl8gZ92AnueZW,Appetite For Destruction,Sweet Child O' Mine,Guns N' Roses,1,9,84,False,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,356067,4
7EkWXAI1wn8Ii883ecd9xr,Freaks,Freaks,Surf Curse,1,1,84,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4
3CRDbSIZ4r5MsZ0YwxuEkn,Blurryface,Stressed Out,Twenty One Pilots,1,2,84,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4
7fBv7CLKzipRk6EC6TWHOB,Beauty Behind The Madness,The Hills,The Weeknd,1,5,84,True,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4
4EWCNWgDS8707fNSZ1oaA5,808s & Heartbreak,Heartless,Kanye West,1,3,84,False,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4
2SiXAy7TuUkycRVbbWDEpo,Back In Black,You Shook Me All Night Long,AC/DC,1,7,84,False,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
21jGcNKet2qwijlDFuPiPb,Hollywood's Bleeding,Circles,Post Malone,1,6,84,False,0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,215280,4
4BP3uh0hFLFRb5cjsgLqDh,Willy And The Poor Boys (Expanded Edition),Fortunate Son,Creedence Clearwater Revival,1,6,84,False,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
1kuGVB7EU95pJObxwvfwKS,GUTS,vampire,Olivia Rodrigo,1,3,84,True,0.484,0.53,5,-5.821,1,0.0538,0.154,0.0,0.263,0.323,136.848,219724,4
1mKXFLRA179hdOWQBwUk9e,The Truth About Love,Just Give Me a Reason (feat. Nate Ruess),P!nk; Nate Ruess,1,4,84,False,0.778,0.547,2,-7.273,1,0.0489,0.344,0.000306,0.132,0.442,95.0,242733,4
1HNkqx9Ahdgi1Ixy2xkKkL,x (Deluxe Edition),Photograph,Ed Sheeran,1,6,84,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
7BqBn9nzAq8spo5e7cZ0dJ,Doo-Wops & Hooligans,Just the Way You Are,Bruno Mars,1,2,84,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4
5QO79kh1waicV47BqGRL3g,After Hours,Save Your Tears,The Weeknd,1,11,84,True,0.679,0.825,0,-5.487,1,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,215627,4
5IgjP7X4th6nMNDh4akUHb,Indigo (Extended),Under The Influence,Chris Brown,1,3,84,True,0.755,0.562,9,-8.947,0,0.0355,0.0186,0.000231,0.18,0.368,116.931,184613,4
5rb9QrpfcKFHM1EUbSIurX,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),USHER; Lil Jon; Ludacris,1,2,84,False,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4
0gmbgwZ8iqyMPmXefof8Yf,Silver Side Up,How You Remind Me,Nickelback,1,2,84,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4
0nrRP2bk19rLc0orkWPQk2,True,Wake Me Up,Avicii,1,1,84,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
4jvjzW7Hm0yK4LvvE0Paz9,"Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,Lil Peep; XXXTENTACION,1,12,84,False,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
37ZJ0p5Jm13JPevGcx4SkF,Slippery When Wet,Livin' On A Prayer,Bon Jovi,1,3,84,False,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,249293,4
7DfFc7a6Rwfi3YQMRbDMau,channel ORANGE,Thinkin Bout You,Frank Ocean,1,2,84,False,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,4
7AQim7LbvFVZJE3O8TYgf2,17,Fuck Love,XXXTENTACION; Trippie Redd,1,8,84,True,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
7KXjTSCq5nL1LoYtL7XAwS,DAMN.,HUMBLE.,Kendrick Lamar,1,8,84,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4
57bgtoPSgt236HzfBOd8kj,The Razors Edge,Thunderstruck,AC/DC,1,1,84,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
6I9VzXrHxO9rA9A5euc8Ak,In The Zone,Toxic,Britney Spears,1,6,84,False,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
5CZ40GBx1sQ9agT82CLQCT,SOUR,traitor,Olivia Rodrigo,1,2,84,False,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
4HlFJV71xXKIGcU3kRyttv,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",Train,1,2,84,False,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
3U4isOIWM3VvDubwSI3y7a,Love In The Future (Expanded Edition),All of Me,John Legend,1,6,84,False,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
4R2kfaDFhslZEMJqAFNpdd,folklore,cardigan,Taylor Swift,1,2,84,False,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
7tqhbajSfrz2F7E1Z75ASX,United,Ain't No Mountain High Enough,Marvin Gaye; Tammi Terrell,1,1,84,False,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.797,129.987,151667,4
6K4t31amVTZDgR3sKmwUJJ,Currents,The Less I Know The Better,Tame Impala,1,7,84,True,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
0HPD5WQqrq7wPWR7P7Dw1i,Animal (Expanded Edition),TiK ToK,Kesha,1,2,83,False,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
15JINEqzVMv3SvJTAXAKED,Recovery,Love The Way You Lie,Eminem; Rihanna,1,15,83,True,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,Highway to Hell,AC/DC,1,1,84,False,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
3yrSvpt2l1xhsV9Em88Pul,Blowin' Your Mind!,Brown Eyed Girl,Van Morrison,1,1,83,False,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4
5LrN7yUQAzvthd4QujgPFr,Petals to Thorns,Here With Me,d4vd,1,2,83,False,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,242485,4
7sO5G9EABYOXQKNPNiE9NR,Without Warning,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1,3,83,True,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4
3QGsuHI8jO1Rx4JWLUh9jd,Illuminate,Treat You Better,Shawn Mendes,1,4,83,False,0.443,0.82,10,-4.091,0,0.34,0.107,0.0,0.107,0.771,82.697,187973,4
3pXF1nA74528Edde4of9CC,T R A P S O U L,Don't,Bryson Tiller,1,5,83,True,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,Back In Black,AC/DC,1,6,84,False,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
3ZOEytgrvLwQaqXreDs2Jx,By the Way (Deluxe Edition),Can't Stop,Red Hot Chili Peppers,1,7,83,False,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4
0ntQJM78wzOLVeCUAW7Y45,Only By The Night,Sex on Fire,Kings of Leon,1,3,83,False,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347,4
7ABLbnD53cQK00mhcaOUVG,LA VIDA ES UNA,LALA,Myke Towers,1,22,83,True,0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,197920,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics; Annie Lennox; Dave Stewart,1,6,83,False,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4
